Crop,Growth_Stage,Soil_Type,N,P,K,pH,Recommended_Fertilizer
Cucumber,Vegetative,Reddish Soil,70.6,18.4,36.7,6.14,Neem Cake
Cucumber,Flowering,Reddish Soil,64.8,44.7,52.7,6.44,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,77.2,23.3,49.5,6.78,Seaweed Extract
Cucumber,Flowering,Reddish Soil,63.2,28.9,52.3,6.99,Vermicompost
Cucumber,Fruiting,Reddish Soil,41.6,28.5,88.4,6.22,Vermicompost
Cucumber,Flowering,Reddish Soil,58,40.1,55,6.51,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,15.1,8.3,22.7,6.4,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Fruiting,Reddish Soil,59.6,28.7,64.5,6.47,Vermicompost
Cucumber,Vegetative,Reddish Soil,53.8,19.8,44.2,6.21,Seaweed Extract
Cucumber,Flowering,Reddish Soil,54,44.6,59.2,6.33,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,53.1,36,89.6,6.85,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,17.8,9.3,13.8,7.25,Vermicompost + Urea (46% N) (small dose)
Cucumber,Flowering,Reddish Soil,47.8,38.5,51.9,6.29,Bone Meal
Cucumber,Flowering,Black Soil,47.8,32,47.8,7.01,Seaweed Extract
Cucumber,Flowering,Black Soil,53.1,29.2,53,7.37,Seaweed Extract
Cucumber,Fruiting,Sandy Loam,54.6,24.2,88.5,6.26,Cow Manure Compost
Cucumber,Fruiting,Black Soil,54.2,22.7,84.4,7.11,Cow Manure Compost
Cucumber,Fruiting,Sandy Loam,55.8,38.3,71.7,6.8,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,57.3,19.9,40.7,6.86,Neem Cake
Cucumber,Vegetative,Reddish Soil,59.9,29.1,35.6,6.57,Vermicompost
Cucumber,Vegetative,Black Soil,56.1,25.5,31.1,7.48,Neem Cake
Cucumber,Fruiting,Reddish Soil,41.6,22.7,64.7,6.63,Vermicompost
Cucumber,Seedling,Sandy Loam,17.7,13.4,24.4,6.83,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Flowering,Black Soil,61.9,36.4,47.6,7.43,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,19,12.4,22.3,6.61,Vermicompost
Cucumber,Seedling,Sandy Loam,21.4,14.4,24.4,7.04,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,19.2,14.7,12.2,6.96,Jeevamrut
Cucumber,Fruiting,Reddish Soil,52.9,37.2,74.6,6.13,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,19.7,9.8,23.2,6.4,Cow Manure Compost
Cucumber,Vegetative,Sandy Loam,66.4,19.4,48.3,6.6,Vermicompost
Cucumber,Seedling,Sandy Loam,27.7,13.4,17.4,7.18,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,54.4,27.8,87.1,7.06,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,49.1,28.6,40.3,7.27,Seaweed Extract
Cucumber,Vegetative,Reddish Soil,59.4,34.5,35.8,6.89,Seaweed Extract
Cucumber,Fruiting,Sandy Loam,41.5,29.3,89.7,6.97,Vermicompost
Cucumber,Flowering,Black Soil,57.4,35.9,54.8,7.21,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,53.7,32.7,86.4,6.59,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,15.8,14.7,23.6,7.3,Vermicompost + Urea (46% N) (small dose)
Cucumber,Flowering,Black Soil,55.1,35.5,59.5,7.41,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,63.6,42.5,42.7,6.67,Vermicompost
Cucumber,Fruiting,Sandy Loam,41.6,23.1,67.5,6.69,Vermicompost
Cucumber,Fruiting,Black Soil,57.2,37.1,60.7,7.11,Vermicompost
Cucumber,Fruiting,Sandy Loam,58.5,20.6,83.2,6.25,Wood Ash (Organic Potash)
Cucumber,Seedling,Sandy Loam,27.3,16.2,15.1,6.52,Jeevamrut
Cucumber,Vegetative,Reddish Soil,79.8,20,44.5,6.05,Vermicompost
Cucumber,Seedling,Sandy Loam,19.8,8.5,17.1,6.39,Jeevamrut
Cucumber,Vegetative,Sandy Loam,51.9,24.1,42,6.76,Vermicompost + Urea (46% N) (small dose)
Cucumber,Flowering,Sandy Loam,62.9,45,43.6,6.32,Bone Meal
Cucumber,Fruiting,Reddish Soil,45.5,29.5,74.1,6.39,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,21.4,11.6,17.7,6.72,Vermicompost
Cucumber,Fruiting,Reddish Soil,45.9,24.9,66.5,6.14,Wood Ash (Organic Potash)
Cucumber,Fruiting,Black Soil,59.2,25.1,86.2,7.42,Wood Ash (Organic Potash)
Cucumber,Vegetative,Sandy Loam,51.1,20.4,48.3,6.66,Neem Cake + Urea (46% N) (small dose)
Cucumber,Fruiting,Reddish Soil,44.3,27.5,68.2,6.09,Vermicompost
Cucumber,Seedling,Reddish Soil,15.8,12,15.5,7,Vermicompost + Urea (46% N) (small dose)
Cucumber,Flowering,Reddish Soil,54.8,37,41.9,6.38,Vermicompost
Cucumber,Fruiting,Reddish Soil,44.5,29.4,72.7,6.29,Vermicompost
Cucumber,Seedling,Sandy Loam,25.7,14.3,17,7.11,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,45.8,33.2,78.4,6.53,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,19,10.1,19.8,6.59,Cow Manure Compost
Cucumber,Vegetative,Black Soil,71.1,26.4,31.9,6.67,Seaweed Extract
Cucumber,Seedling,Reddish Soil,21.5,14.7,17.6,6.44,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,23.3,15.3,12.6,6.01,Jeevamrut
Cucumber,Seedling,Reddish Soil,19.1,11,20,6.44,Cow Manure Compost
Cucumber,Seedling,Black Soil,22.5,8.2,15.3,7.02,Vermicompost
Cucumber,Vegetative,Black Soil,74.7,18.7,39.4,6.9,Seaweed Extract
Cucumber,Seedling,Black Soil,21.6,8.7,17.1,7.24,Vermicompost
Cucumber,Fruiting,Sandy Loam,49.5,33.1,64.4,6.39,Wood Ash (Organic Potash)
Cucumber,Fruiting,Sandy Loam,43.7,29.1,82.4,6.48,Vermicompost
Cucumber,Seedling,Reddish Soil,23.2,16.4,23.5,6.16,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,51.9,22.4,69.8,6.76,Cow Manure Compost
Cucumber,Vegetative,Sandy Loam,68.5,28.8,40.8,7.13,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,44,37.8,85.8,6.58,Vermicompost
Cucumber,Flowering,Black Soil,49.3,26.5,57.8,7.35,Seaweed Extract + Bone Meal
Cucumber,Fruiting,Reddish Soil,45.3,32.9,89.6,6.05,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,74.3,32.3,48.2,6.51,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,55.9,26.2,47.8,6.77,Seaweed Extract
Cucumber,Fruiting,Black Soil,49.7,21.7,85.3,7.22,Vermicompost
Cucumber,Flowering,Black Soil,48.7,40,46.8,7.21,Seaweed Extract
Cucumber,Vegetative,Reddish Soil,52.7,20.2,34.8,6.86,Seaweed Extract
Cucumber,Vegetative,Sandy Loam,69.7,27.9,40.6,7.04,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,15.1,12.8,14.5,6.63,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Vegetative,Black Soil,58,34.4,33.2,7.29,Neem Cake
Cucumber,Flowering,Reddish Soil,63.9,36.8,46.9,6.63,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,54.9,18.7,39.1,6.8,Neem Cake
Cucumber,Fruiting,Black Soil,49,32.9,88.6,7.29,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,41.3,30.8,81.6,6.22,Vermicompost
Cucumber,Flowering,Sandy Loam,63.2,41.6,43.3,7.07,Vermicompost
Cucumber,Vegetative,Reddish Soil,79.6,32,38.7,6.73,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,43.1,35.3,81.7,6.77,Wood Ash (Organic Potash)
Cucumber,Fruiting,Reddish Soil,43,36.7,88.1,6.14,Vermicompost
Cucumber,Seedling,Sandy Loam,19.1,8.3,22.7,6.48,Vermicompost
Cucumber,Seedling,Reddish Soil,29,10.6,13.9,6.09,Cow Manure Compost
Cucumber,Seedling,Reddish Soil,19.2,14,22.6,6.76,Cow Manure Compost
Cucumber,Flowering,Black Soil,47.4,44.2,41.8,6.73,Bone Meal
Cucumber,Seedling,Black Soil,26.6,14.6,17.3,7.4,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,55.5,31.9,79.3,7.26,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,41.7,32.6,75.1,6.73,Cow Manure Compost
Cucumber,Vegetative,Black Soil,66.6,28.5,39.5,6.89,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,17.4,9.8,19.4,6.84,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Fruiting,Reddish Soil,53.9,26.2,86.3,6.78,Vermicompost
Cucumber,Vegetative,Black Soil,68.6,20.4,40.4,6.51,Vermicompost
Cucumber,Fruiting,Black Soil,49.9,21.1,88.6,6.63,Cow Manure Compost
Cucumber,Fruiting,Reddish Soil,44.7,31.8,87.7,6.75,Vermicompost
Cucumber,Flowering,Sandy Loam,54.5,27.2,51.2,6.45,Bone Meal
Cucumber,Fruiting,Sandy Loam,55.4,39.3,75.4,6.67,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,54.7,22.1,83.7,7.03,Wood Ash (Organic Potash)
Cucumber,Fruiting,Black Soil,47.4,28.3,85,6.81,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,49.7,27.8,52.2,6.67,Bone Meal
Cucumber,Fruiting,Black Soil,45.5,37.5,83,6.86,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,45.5,37.5,71.7,6.32,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,71.1,21.8,35.2,7.01,Vermicompost
Cucumber,Vegetative,Sandy Loam,66.5,18,36.5,6.42,Seaweed Extract
Cucumber,Vegetative,Sandy Loam,79.6,29.2,37.3,6.67,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,78.6,32.5,32.9,6.23,Neem Cake
Cucumber,Fruiting,Sandy Loam,49.8,36.3,63,6.27,Vermicompost
Cucumber,Fruiting,Black Soil,50.3,31.8,83.7,7.16,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,64.5,43,42.5,7.32,Seaweed Extract
Cucumber,Seedling,Black Soil,23.4,10.6,15.4,6.54,Jeevamrut
Cucumber,Fruiting,Black Soil,59.9,26.6,71.4,7.12,Vermicompost
Cucumber,Fruiting,Sandy Loam,43.7,36,89.2,6.41,Wood Ash (Organic Potash)
Cucumber,Flowering,Black Soil,53.2,30.1,57.2,7.2,Seaweed Extract
Cucumber,Vegetative,Sandy Loam,61.2,31.6,46.7,6.5,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,57.9,23.6,32.2,7.14,Seaweed Extract
Cucumber,Vegetative,Black Soil,66.6,22.3,49.1,6.53,Seaweed Extract
Cucumber,Fruiting,Reddish Soil,45.3,32.1,80.1,6.66,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,43.8,26.8,62.3,6.39,Vermicompost
Cucumber,Fruiting,Sandy Loam,53.5,31.8,66.7,7.05,Cow Manure Compost
Cucumber,Fruiting,Reddish Soil,44,37.3,69.6,6.99,Cow Manure Compost
Cucumber,Fruiting,Sandy Loam,54,39.7,73.2,6.72,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,50,29.7,43.9,6.77,Bone Meal
Cucumber,Fruiting,Black Soil,52.2,28.2,74.2,6.91,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,28.3,15.3,14.1,6.57,Cow Manure Compost
Cucumber,Vegetative,Reddish Soil,50.4,28.1,47.7,6.67,Seaweed Extract + Urea (46% N) (small dose)
Cucumber,Flowering,Black Soil,56.5,36.7,55,7.01,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,18.1,15.4,21.1,6.75,Cow Manure Compost
Cucumber,Fruiting,Black Soil,58.9,23.6,79.9,7.17,Wood Ash (Organic Potash)
Cucumber,Vegetative,Sandy Loam,55.5,32.3,32.4,6.41,Vermicompost
Cucumber,Flowering,Reddish Soil,48.5,42.5,54.9,6.66,Vermicompost
Cucumber,Fruiting,Black Soil,56.4,21.6,85.7,6.59,Wood Ash (Organic Potash)
Cucumber,Vegetative,Reddish Soil,79.8,21.1,39.4,6.87,Seaweed Extract
Cucumber,Vegetative,Black Soil,77.3,32,32.6,7.5,Seaweed Extract
Cucumber,Seedling,Sandy Loam,18.1,11,14.6,6.97,Vermicompost
Cucumber,Flowering,Black Soil,48.9,29.2,53.2,7.41,Bone Meal
Cucumber,Vegetative,Sandy Loam,75.8,19.7,36.9,6.74,Neem Cake
Cucumber,Vegetative,Sandy Loam,53.3,22.6,30.9,6.63,Seaweed Extract
Cucumber,Flowering,Black Soil,53.8,31,49.1,6.57,Seaweed Extract
Cucumber,Seedling,Reddish Soil,23.6,15.6,13.4,6.84,Vermicompost
Cucumber,Seedling,Reddish Soil,22.4,17.3,23.6,6.79,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,56.3,32.9,73.7,7.06,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,42.3,24.8,69.2,7.16,Vermicompost
Cucumber,Seedling,Black Soil,29.2,10,20.3,7.32,Jeevamrut
Cucumber,Fruiting,Black Soil,56.6,20.3,68.2,6.5,Wood Ash (Organic Potash)
Cucumber,Flowering,Black Soil,59.3,30.5,42.4,7.06,Seaweed Extract
Cucumber,Flowering,Reddish Soil,61.1,28.2,45.9,6.68,Seaweed Extract
Cucumber,Seedling,Sandy Loam,28.8,12,14.5,6.47,Jeevamrut
Cucumber,Vegetative,Black Soil,50.1,24.5,46.4,6.87,Vermicompost + Urea (46% N) (small dose)
Cucumber,Flowering,Reddish Soil,46.3,39.3,50.5,6.9,Seaweed Extract
Cucumber,Fruiting,Black Soil,46,24.3,61.1,6.54,Wood Ash (Organic Potash)
Cucumber,Seedling,Sandy Loam,16.7,15.3,24.3,6.81,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Fruiting,Sandy Loam,57.9,32.7,80.7,6.87,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Reddish Soil,59.4,39.6,79.6,6.88,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,27.5,11.7,13.3,6.67,Cow Manure Compost
Cucumber,Flowering,Sandy Loam,56.1,40.7,46.3,6.28,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,77,34.5,42.7,6.96,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Sandy Loam,72.4,30.4,30.9,6.75,Seaweed Extract
Cucumber,Seedling,Reddish Soil,23.5,9.1,13.8,6.3,Cow Manure Compost
Cucumber,Seedling,Sandy Loam,29.6,8.2,24.3,6.57,Cow Manure Compost
Cucumber,Flowering,Sandy Loam,60.4,41.1,57.6,7.14,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,54.9,24.1,71.1,7.13,Wood Ash (Organic Potash)
Cucumber,Seedling,Sandy Loam,15,11.5,15.1,6.26,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Seedling,Black Soil,28.9,9.5,24.6,7.45,Vermicompost
Cucumber,Vegetative,Black Soil,55.3,18.5,48.2,6.51,Vermicompost
Cucumber,Vegetative,Reddish Soil,52,33.2,43.8,6.12,Seaweed Extract
Cucumber,Flowering,Black Soil,54.4,26,57.6,6.94,Bone Meal
Cucumber,Fruiting,Black Soil,53.1,23.9,71.7,7.45,Vermicompost
Cucumber,Seedling,Black Soil,15.5,16.2,17.9,6.83,Vermicompost + Urea (46% N) (small dose)
Cucumber,Seedling,Reddish Soil,21.5,10,19.1,6.12,Cow Manure Compost
Cucumber,Vegetative,Reddish Soil,61.3,28.2,47.1,6.12,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,53.1,25.6,60.9,6.61,Vermicompost
Cucumber,Flowering,Black Soil,53.6,35.8,48.9,7.06,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,27.2,11.2,24.8,6.91,Cow Manure Compost
Cucumber,Seedling,Reddish Soil,25.6,10.6,24.2,6.53,Cow Manure Compost
Cucumber,Seedling,Sandy Loam,27.3,14.5,22.9,7.14,Jeevamrut + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,57.7,30.8,31.9,6.32,Neem Cake
Cucumber,Seedling,Black Soil,19.6,15.4,12.6,6.72,Jeevamrut
Cucumber,Vegetative,Black Soil,57.8,30.3,48.2,6.74,Neem Cake
Cucumber,Seedling,Black Soil,20.8,11.3,19.7,7.37,Jeevamrut
Cucumber,Seedling,Black Soil,20.2,9.7,12,6.95,Jeevamrut
Cucumber,Vegetative,Black Soil,69.1,23.2,49.7,6.77,Vermicompost
Cucumber,Seedling,Reddish Soil,18.6,8.8,20.2,6.34,Jeevamrut
Cucumber,Seedling,Reddish Soil,21.8,12.2,18.6,6.95,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,64.1,28.9,57.7,7.31,Bone Meal
Cucumber,Fruiting,Reddish Soil,49.7,26.6,65.4,6.24,Vermicompost
Cucumber,Seedling,Sandy Loam,29.5,9.7,14.9,6.73,Vermicompost
Cucumber,Fruiting,Black Soil,46.2,38,80.6,7.49,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,52.2,25.1,87.7,7.28,Vermicompost
Cucumber,Flowering,Sandy Loam,55.4,38.6,49,6.44,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,19.1,9.7,18.3,6.9,Jeevamrut
Cucumber,Vegetative,Sandy Loam,66.2,29.7,38.4,7.05,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,59.7,26.6,86.3,7.04,Vermicompost
Cucumber,Seedling,Reddish Soil,19.2,12.8,12.6,6.82,Jeevamrut
Cucumber,Vegetative,Sandy Loam,56.8,33.1,37.8,6.78,Vermicompost
Cucumber,Seedling,Black Soil,28.3,10.1,20.2,7.26,Jeevamrut
Cucumber,Flowering,Sandy Loam,60.4,39.5,59.3,7.13,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,25.6,15.8,17.9,7.2,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,59.4,26.7,44.4,6.51,Bone Meal
Cucumber,Fruiting,Sandy Loam,57.6,32.1,85.8,6.22,Wood Ash (Organic Potash) + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,73.5,24,41.5,6.83,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,23.9,13,20.4,7.47,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,55.7,38.6,57.5,6.93,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,53.6,44.4,42.8,6.59,Vermicompost
Cucumber,Seedling,Reddish Soil,27.6,13.9,14.5,6.58,Vermicompost
Cucumber,Vegetative,Sandy Loam,63.4,23.2,42.1,6.39,Neem Cake
Cucumber,Vegetative,Black Soil,51,28.4,44.3,6.92,Neem Cake + Urea (46% N) (small dose)
Cucumber,Vegetative,Reddish Soil,70.4,34.2,40.2,6.91,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,66.4,25.7,47.6,6.1,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,48.7,34,52,6.83,Bone Meal
Cucumber,Vegetative,Black Soil,73.6,24.4,32,7.13,Neem Cake
Cucumber,Vegetative,Reddish Soil,56.1,33.6,48.3,6.99,Vermicompost
Cucumber,Fruiting,Reddish Soil,50.9,36,61.1,6.98,Cow Manure Compost
Cucumber,Fruiting,Reddish Soil,56,38.3,82.7,6.82,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,60.5,35.7,55.9,6.6,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,77.7,29.2,38.7,6.79,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,68.7,32.1,37.2,6.93,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,56,22.1,38.3,6.73,Seaweed Extract
Cucumber,Flowering,Reddish Soil,51.9,37.3,57.2,6.75,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Black Soil,56,37.2,41.8,6.97,Seaweed Extract
Cucumber,Seedling,Sandy Loam,16.1,9.1,17,7.14,Vermicompost + Urea (46% N) (small dose)
Cucumber,Vegetative,Sandy Loam,57.1,29.8,49.5,7.16,Neem Cake
Cucumber,Flowering,Reddish Soil,51.3,40.9,42.6,6.76,Bone Meal
Cucumber,Flowering,Black Soil,49.7,30.8,58.8,7.33,Vermicompost
Cucumber,Seedling,Reddish Soil,23.3,14.9,24.6,6.08,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,70.8,19.9,41.3,6.25,Seaweed Extract
Cucumber,Flowering,Reddish Soil,51.3,36.5,50,6.49,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Sandy Loam,29.9,13.1,16.5,6.39,Vermicompost
Cucumber,Seedling,Sandy Loam,28.3,10.7,12.5,7.05,Cow Manure Compost
Cucumber,Flowering,Black Soil,59.3,31.9,55.7,6.84,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Reddish Soil,24,12.5,16.6,6.95,Vermicompost
Cucumber,Flowering,Black Soil,51.6,26.8,51.3,6.98,Vermicompost + Bone Meal
Cucumber,Vegetative,Black Soil,72.7,21.9,34.4,6.66,Neem Cake
Cucumber,Seedling,Black Soil,28.4,10.4,21.5,7.31,Cow Manure Compost
Cucumber,Vegetative,Reddish Soil,77.7,32,36.7,6.27,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,57.5,32.2,56.9,6.45,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,51.5,27.7,49.8,6.95,Vermicompost + Bone Meal
Cucumber,Fruiting,Black Soil,51.7,25.6,87.3,6.8,Cow Manure Compost
Cucumber,Fruiting,Black Soil,59,26.8,63.2,7.01,Wood Ash (Organic Potash)
Cucumber,Flowering,Reddish Soil,58.1,26.6,44.8,6.77,Seaweed Extract + Bone Meal
Cucumber,Fruiting,Reddish Soil,46,27.2,81.5,6.61,Cow Manure Compost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Sandy Loam,59.2,35.6,86.2,6.91,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Reddish Soil,63.9,33.8,48,6.09,Neem Cake + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,60.3,37.2,42.1,6.85,Seaweed Extract
Cucumber,Seedling,Sandy Loam,17.8,13.1,13.2,7.12,Jeevamrut + Urea (46% N) (small dose)
Cucumber,Vegetative,Black Soil,53.1,28.4,31.9,7.25,Vermicompost
Cucumber,Flowering,Sandy Loam,54.1,33.2,49.9,6.24,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,51.3,28.5,51.8,6.45,Vermicompost
Cucumber,Flowering,Sandy Loam,63.9,30.8,44.5,6.33,Vermicompost
Cucumber,Flowering,Black Soil,51.5,33.8,52.9,6.99,Bone Meal + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Reddish Soil,45.3,26.6,47.8,6.15,Seaweed Extract + Bone Meal
Cucumber,Fruiting,Black Soil,41,39,79.2,7.38,Cow Manure Compost
Cucumber,Seedling,Black Soil,26.8,10,13.7,7.18,Cow Manure Compost
Cucumber,Flowering,Black Soil,61,35.5,51.4,7.35,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Flowering,Sandy Loam,50.1,41.3,52.4,7.04,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Seedling,Black Soil,22.4,15.9,18.2,7.04,Vermicompost + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Fruiting,Black Soil,57.8,34,66.1,6.93,Wood Ash (Organic Potash)
Cucumber,Fruiting,Black Soil,44.9,33.4,82.2,6.95,Vermicompost
Cucumber,Seedling,Sandy Loam,17.7,9.2,23.9,6.34,Cow Manure Compost + Urea (46% N) (small dose)
Cucumber,Seedling,Black Soil,18.2,10.7,14.2,7.22,Cow Manure Compost
Cucumber,Vegetative,Black Soil,62.3,24.4,48.5,7.33,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
Cucumber,Vegetative,Black Soil,53.8,27.6,32.8,7.2,Neem Cake
Cucumber,Seedling,Sandy Loam,21.3,9,12.6,6.87,Vermicompost
Cucumber,Vegetative,Reddish Soil,60.3,25.1,48.6,6.91,Seaweed Extract + NPK 19-19-19 (Water-Soluble) (diluted)
