District,Month,Soil_Type,N,P,K,pH,Temperature_C,Humidity_%,Rainfall_mm,Sunlight_lux,Recommended_Crop
Solapur,February,Loamy,57,39,36,6.74,18,41,42,31243,Mint
Sangli,May,Red,76,37,47,6.23,24,59,40,59000,Mint
Solapur,November,Loamy,55,36,44,6.54,26,69,86,43365,Mint
Solapur,June,Loamy,66,35,38,6.76,23,43,55,60934,Mint
Sangli,July,Black,58,33,37,6.68,25,45,79,65013,Mint
Sangli,February,Black,64,32,35,6.23,21,56,59,64415,Mint
Sangli,August,Black,77,42,42,6.26,18,74,84,53638,Mint
Sangli,April,Red,77,36,33,6.29,18,76,88,56914,Mint
Solapur,March,Loamy,78,38,34,6.5,27,64,51,49173,Mint
Solapur,July,Loamy,53,42,44,6.25,19,78,49,37087,Mint
Solapur,October,Loamy,78,37,48,6.91,22,45,68,34471,Mint
Sangli,March,Red,69,35,33,6.92,22,78,67,31601,Mint
Solapur,February,Red,79,38,49,6.91,19,53,79,46563,Mint
Sangli,December,Black,78,45,35,6.44,19,47,85,53041,Mint
Sangli,January,Loamy,73,45,47,6.44,27,56,89,43357,Mint
Sangli,April,Red,60,45,33,6.76,23,64,47,59746,Mint
Sangli,October,Loamy,74,46,32,6.81,21,65,87,48413,Mint
Solapur,December,Loamy,61,46,38,6.67,25,66,81,43771,Mint
Solapur,April,Black,58,44,31,6.5,24,74,55,66615,Mint
Solapur,July,Red,61,41,33,6.91,23,42,78,47525,Mint
Sangli,May,Red,50,37,30,6.66,19,77,79,62823,Mint
Solapur,July,Black,68,47,32,6.98,20,62,40,44526,Mint
Solapur,June,Loamy,59,31,46,6.88,21,48,50,41853,Mint
Sangli,February,Red,57,37,37,6.12,25,53,52,32023,Mint
Solapur,March,Red,55,46,33,6.29,18,61,67,53345,Mint
Sangli,June,Red,59,47,36,6.85,27,61,80,62521,Mint
Sangli,March,Red,72,40,39,6.36,26,52,69,66160,Mint
Solapur,July,Loamy,66,34,38,6.25,27,64,56,34750,Mint
Solapur,March,Loamy,77,38,41,6.03,25,71,58,36142,Mint
Solapur,December,Red,61,44,39,6.78,24,50,73,64612,Mint
Sangli,February,Loamy,58,36,33,6.34,25,82,66,56972,Mint
Sangli,January,Red,75,48,39,6.81,19,57,78,63743,Mint
Solapur,April,Red,77,38,47,6.98,23,49,79,68550,Mint
Solapur,August,Black,65,42,41,6.21,25,45,47,48017,Mint
Sangli,November,Black,59,31,48,6.6,21,73,77,39552,Mint
Sangli,May,Red,58,31,49,6.02,19,67,57,67931,Mint
Solapur,March,Loamy,64,44,36,6.66,20,58,62,32940,Mint
Sangli,July,Loamy,54,42,31,6.01,21,75,47,44272,Mint
Sangli,September,Red,53,35,42,6.11,26,66,85,48027,Mint
Sangli,August,Black,71,34,32,6.02,27,70,73,34807,Mint
Solapur,January,Black,51,42,40,6.39,18,46,74,40517,Mint
Sangli,October,Red,63,40,48,6.71,18,60,84,36419,Mint
Solapur,November,Black,60,30,42,6.89,20,71,59,43604,Mint
Sangli,January,Red,60,42,39,6.84,21,57,50,48484,Mint
Sangli,March,Black,54,30,34,6.16,20,45,49,59604,Mint
Sangli,December,Black,76,31,43,6.73,22,76,56,38516,Mint
Sangli,September,Red,68,33,36,6.16,23,84,83,55823,Mint
Solapur,May,Loamy,59,40,38,6.66,20,56,69,31789,Mint
Sangli,May,Red,75,45,40,6.98,26,54,51,54559,Mint
Sangli,March,Loamy,70,33,31,6.27,19,72,89,46711,Mint
Sangli,December,Red,67,40,30,6.61,25,63,79,42567,Mint
Sangli,June,Red,53,37,36,6.46,25,68,81,56022,Mint
Sangli,March,Loamy,58,45,43,6.45,18,74,66,62192,Mint
Sangli,February,Loamy,57,42,45,6.68,23,49,43,65864,Mint
Sangli,May,Black,66,37,37,6.77,25,40,86,40798,Mint
Sangli,March,Loamy,55,39,41,6.74,21,45,85,55981,Mint
Solapur,September,Loamy,71,32,44,6.68,27,56,77,47585,Mint
Solapur,October,Black,57,49,40,6.58,25,69,40,66371,Mint
Sangli,February,Black,51,42,49,6.62,26,66,86,38374,Mint
Solapur,March,Red,53,46,35,6.18,22,63,77,53824,Mint
Solapur,December,Black,51,30,37,6.49,19,63,71,68216,Mint
Solapur,May,Red,52,30,42,6.13,22,68,76,48618,Mint
Sangli,May,Red,76,43,40,6.52,27,66,80,61545,Mint
Sangli,July,Black,73,49,37,6.42,21,44,52,61077,Mint
Solapur,June,Loamy,74,32,38,6.83,27,47,54,62256,Mint
Sangli,July,Red,59,45,47,6.15,21,49,69,45203,Mint
Sangli,December,Red,74,40,31,6.09,20,83,43,64224,Mint
Sangli,March,Red,75,36,35,6.07,25,48,40,43700,Mint
Solapur,February,Red,57,39,37,6.91,23,61,66,50930,Mint
Sangli,May,Red,74,49,45,6.93,23,59,53,43239,Mint
Solapur,November,Black,58,49,36,6.25,26,52,83,62215,Mint
Solapur,August,Red,75,48,48,6.28,22,43,61,59385,Mint
Solapur,September,Red,79,40,40,6.72,20,61,67,38571,Mint
Sangli,May,Red,74,48,46,6.91,21,62,89,37033,Mint
Sangli,August,Red,65,41,38,6.44,27,66,56,61793,Mint
Solapur,October,Loamy,76,32,44,6.17,18,84,65,63186,Mint
Solapur,April,Loamy,54,38,47,6.29,25,66,41,34630,Mint
Solapur,October,Red,76,33,34,6.72,21,53,59,58270,Mint
Sangli,November,Black,78,38,45,6.05,24,54,86,67771,Mint
Solapur,February,Red,54,32,30,6.92,27,70,49,68813,Mint
Solapur,October,Loamy,57,34,38,6.64,24,56,82,57468,Mint
Solapur,July,Loamy,56,38,47,6.44,27,83,65,59969,Mint
Solapur,September,Black,59,30,40,6.65,27,49,67,47874,Mint
Sangli,October,Black,51,43,47,6.14,20,63,70,34677,Mint
Sangli,July,Black,62,31,36,6.09,25,84,62,38205,Mint
Sangli,April,Loamy,54,43,45,6.69,19,62,63,54273,Mint
Sangli,December,Loamy,76,32,33,6.96,23,41,48,59899,Mint
Sangli,November,Loamy,63,46,38,6.68,27,82,41,58766,Mint
Sangli,November,Black,71,30,31,6.98,24,62,67,30371,Mint
Sangli,December,Loamy,72,30,40,6.47,19,64,77,47391,Mint
Solapur,December,Red,56,48,49,6.59,18,45,54,65797,Mint
Solapur,February,Black,70,34,41,6.51,21,51,86,67257,Mint
Sangli,February,Black,62,33,38,6.72,25,82,43,46552,Mint
Sangli,December,Red,59,39,38,6.24,18,55,85,66069,Mint
Sangli,August,Loamy,72,47,49,6.1,24,43,64,35109,Mint
Solapur,August,Red,62,35,33,6.51,26,54,50,49866,Mint
Solapur,January,Red,77,31,30,6.03,21,56,40,30710,Mint
Solapur,March,Red,65,45,41,6.76,27,66,87,49088,Mint
Sangli,April,Black,50,46,40,7.0,19,59,73,64536,Mint
Sangli,September,Red,62,45,42,6.04,24,41,51,43241,Mint
Sangli,December,Black,73,34,49,6.13,20,52,52,64395,Mint
Sangli,April,Loamy,54,36,38,6.53,19,64,66,47286,Mint
Solapur,April,Black,64,47,31,6.74,27,44,83,55001,Mint
Sangli,February,Red,77,41,30,6.55,24,48,54,61723,Mint
Solapur,June,Red,77,32,34,6.85,27,62,78,66892,Mint
Sangli,March,Black,79,45,44,6.42,18,46,73,39943,Mint
Solapur,December,Loamy,79,47,35,6.03,18,47,60,67928,Mint
Solapur,February,Loamy,60,42,39,6.62,24,67,45,44923,Mint
Solapur,April,Black,59,42,37,6.84,20,83,80,38104,Mint
Solapur,June,Red,56,38,48,6.75,22,50,49,52716,Mint
Solapur,March,Red,51,41,40,6.37,27,83,68,33105,Mint
Solapur,April,Loamy,79,39,49,6.49,26,72,62,65658,Mint
Sangli,December,Loamy,63,30,30,6.92,24,65,42,67165,Mint
Sangli,November,Loamy,55,37,49,6.74,18,67,71,51852,Mint
Solapur,September,Red,79,30,45,6.24,26,56,77,53610,Mint
Sangli,February,Black,63,36,39,6.35,21,45,65,52597,Mint
Solapur,September,Red,77,46,37,6.56,22,46,83,33640,Mint
Sangli,September,Black,60,41,48,6.81,25,72,77,44837,Mint
Solapur,February,Red,73,47,46,6.82,20,69,54,45297,Mint
Sangli,September,Black,57,49,43,6.1,25,63,71,51464,Mint
Sangli,December,Red,56,45,33,6.84,19,77,59,50398,Mint
Solapur,June,Loamy,50,41,44,6.37,20,56,80,30916,Mint
Solapur,February,Red,60,45,46,6.72,27,72,57,53949,Mint
Sangli,September,Black,61,32,31,6.04,26,52,69,35883,Mint
Sangli,March,Red,75,34,43,6.96,20,80,40,68080,Mint
Solapur,June,Loamy,79,47,43,6.09,25,71,49,41070,Mint
Solapur,October,Black,77,30,32,6.3,24,77,40,44163,Mint
Sangli,May,Black,62,38,49,6.2,25,79,84,30734,Mint
Solapur,March,Red,58,48,43,6.29,24,43,79,30916,Mint
Sangli,January,Red,57,36,40,6.3,23,76,46,40892,Mint
Sangli,June,Red,53,43,44,6.62,21,77,46,35644,Mint
Solapur,January,Loamy,75,49,42,6.75,19,59,62,30721,Mint
Sangli,October,Black,79,46,36,6.85,27,64,85,59657,Mint
Sangli,October,Black,68,43,46,6.36,23,69,58,69199,Mint
Solapur,June,Red,55,33,30,6.76,27,46,73,59061,Mint
Solapur,June,Black,58,40,47,6.54,24,56,49,39233,Mint
Sangli,January,Loamy,76,48,44,6.11,25,55,63,56250,Mint
Sangli,May,Red,56,45,45,6.97,18,58,65,69374,Mint
Solapur,November,Red,70,44,32,6.46,23,76,50,58566,Mint
Sangli,July,Black,67,43,33,6.98,21,67,58,62185,Mint
Sangli,March,Loamy,61,41,31,6.09,18,70,67,60332,Mint
Solapur,May,Loamy,63,45,47,6.93,23,60,49,37455,Mint
Sangli,February,Loamy,66,43,36,6.5,22,80,69,51784,Mint
Solapur,August,Loamy,52,33,34,6.24,26,67,85,62207,Mint
Solapur,June,Red,76,39,42,6.56,20,46,66,33261,Mint
Sangli,January,Red,79,37,49,6.44,18,48,47,40749,Mint
Solapur,May,Loamy,52,37,34,6.6,27,66,79,50592,Mint
Sangli,December,Black,75,47,33,6.7,27,70,76,51988,Mint
Solapur,April,Red,74,35,39,6.74,23,61,40,41109,Mint
Sangli,February,Red,66,41,46,6.47,19,49,63,43963,Mint
Sangli,October,Red,54,33,45,6.96,20,45,63,34062,Mint
Solapur,May,Loamy,59,36,43,6.66,21,61,71,40634,Mint
Sangli,December,Black,71,32,42,6.25,20,65,59,65171,Mint
Sangli,April,Red,51,33,47,6.95,25,83,80,64822,Mint
Sangli,August,Red,60,31,33,6.01,22,64,48,49271,Mint
Solapur,December,Red,70,46,37,6.39,19,67,50,53597,Mint
Sangli,May,Red,56,43,42,6.55,19,49,40,58224,Mint
Sangli,March,Loamy,60,48,38,6.76,21,62,45,43729,Mint
Solapur,February,Red,50,30,49,6.25,20,61,88,61010,Mint
Solapur,April,Loamy,77,42,44,6.29,22,79,40,67265,Mint
Solapur,July,Black,66,42,42,6.57,22,49,47,33589,Mint
Solapur,July,Loamy,61,36,47,6.2,19,42,48,44842,Mint
Sangli,January,Red,57,46,32,6.14,20,78,61,65985,Mint
Sangli,May,Red,77,31,43,6.22,21,59,88,60966,Mint
Sangli,February,Loamy,50,34,47,6.15,21,74,45,47754,Mint
Sangli,November,Black,69,48,36,6.63,27,46,76,48011,Mint
Sangli,January,Red,77,34,46,7.0,18,56,72,48615,Mint
Sangli,September,Loamy,79,48,38,6.63,20,76,84,55667,Mint
Solapur,June,Black,58,44,44,6.5,22,44,64,42759,Mint
Solapur,May,Loamy,63,31,38,6.49,21,62,77,49012,Mint
Solapur,November,Black,63,36,43,6.31,26,41,80,46362,Mint
Sangli,October,Loamy,75,35,30,6.91,26,53,64,63416,Mint
Sangli,March,Black,69,37,37,6.82,25,62,48,54287,Mint
Solapur,February,Black,63,47,42,6.32,22,54,68,68270,Mint
Solapur,July,Loamy,50,36,42,6.49,19,71,72,38362,Mint
Solapur,April,Black,79,45,40,6.98,19,71,48,43672,Mint
Sangli,December,Black,74,46,39,6.08,25,84,60,49268,Mint
Sangli,September,Black,57,36,34,6.09,18,67,45,39449,Mint
Sangli,June,Red,53,31,30,6.58,26,83,72,63204,Mint
Sangli,June,Loamy,58,30,41,6.8,18,41,85,58289,Mint
Solapur,May,Red,69,35,34,6.91,27,79,64,55978,Mint
Sangli,May,Black,67,49,47,6.56,25,43,69,51427,Mint
Solapur,April,Black,58,41,43,6.48,23,62,43,54829,Mint
Solapur,November,Black,72,45,38,6.83,23,63,87,62583,Mint
Sangli,October,Red,66,32,33,6.62,26,79,89,52331,Mint
Solapur,June,Loamy,69,45,33,6.18,21,73,46,36958,Mint
Solapur,November,Black,54,43,46,6.6,21,41,78,37939,Mint
Sangli,January,Red,50,30,33,6.22,22,53,45,52406,Mint
Sangli,August,Red,77,33,32,6.06,21,52,61,49928,Mint
Solapur,November,Loamy,54,49,30,6.54,23,76,62,69826,Mint
Sangli,October,Black,76,43,46,6.87,22,40,88,63637,Mint
Sangli,August,Red,69,42,37,6.88,25,76,42,37276,Mint
Solapur,April,Loamy,76,31,33,6.15,21,69,78,42561,Mint
Sangli,June,Red,66,33,48,6.66,20,79,50,55295,Mint
Sangli,March,Loamy,72,38,39,6.68,20,47,77,39549,Mint
Sangli,November,Red,75,39,40,6.12,22,53,65,68075,Mint
Sangli,August,Black,53,33,47,6.56,20,42,48,32342,Mint
Sangli,September,Red,55,45,31,6.62,20,55,83,66386,Mint
Solapur,November,Loamy,79,45,34,6.11,19,49,67,59603,Mint
Sangli,October,Red,55,34,44,6.84,25,45,69,48867,Mint
Sangli,January,Red,60,43,34,6.99,27,71,63,64313,Mint
Solapur,April,Black,53,38,48,6.96,23,46,54,67677,Mint
Sangli,September,Red,63,33,32,6.7,22,68,67,62061,Mint
Solapur,March,Black,71,40,41,6.2,25,54,86,62790,Mint
Sangli,September,Loamy,61,40,35,6.13,20,55,71,35861,Mint
Solapur,September,Red,54,30,32,6.4,21,60,87,33178,Mint
Sangli,November,Black,77,43,44,6.51,27,56,48,55336,Mint
Sangli,October,Black,73,33,38,6.8,19,59,42,48083,Mint
Solapur,February,Red,53,46,37,6.47,25,54,71,52715,Mint
Solapur,December,Loamy,67,36,45,6.5,23,45,77,45481,Mint
Solapur,February,Black,57,36,45,6.42,21,54,73,30787,Mint
Sangli,December,Red,60,32,31,6.22,25,68,44,64477,Mint
Sangli,August,Loamy,56,41,36,6.56,24,79,40,58652,Mint
Solapur,January,Red,56,46,44,6.24,20,67,62,52499,Mint
Solapur,July,Black,76,49,44,6.19,22,62,84,69814,Mint
Solapur,December,Loamy,78,40,37,6.49,27,75,57,36965,Mint
Solapur,January,Loamy,58,35,31,6.68,26,68,73,41023,Mint
Solapur,January,Black,56,32,49,6.53,23,54,74,60135,Mint
Solapur,January,Red,53,43,43,6.0,27,50,43,55646,Mint
Sangli,September,Red,62,37,42,6.61,22,79,69,45523,Mint
Solapur,May,Red,72,48,39,6.82,26,56,70,51225,Mint
Sangli,August,Red,68,48,46,6.22,22,47,76,67422,Mint
Sangli,September,Black,66,34,30,6.26,27,64,82,60845,Mint
Sangli,April,Red,65,48,41,6.21,19,67,49,43763,Mint
Solapur,August,Red,75,46,40,6.34,18,80,49,30409,Mint
Sangli,January,Loamy,68,33,49,6.97,18,80,50,49744,Mint
Solapur,July,Red,54,34,30,6.25,21,69,69,35200,Mint
Sangli,August,Loamy,77,42,40,6.3,24,58,63,37092,Mint
Sangli,May,Black,71,31,45,6.14,21,65,54,65656,Mint
Solapur,December,Loamy,53,38,44,6.17,26,69,78,57832,Mint
Solapur,March,Loamy,74,30,42,6.22,18,58,49,66777,Mint
Solapur,September,Loamy,60,35,31,6.07,22,69,78,33581,Mint
Solapur,November,Black,65,46,31,6.73,21,40,53,30783,Mint
Solapur,September,Black,57,38,31,6.62,23,69,46,40388,Mint
Sangli,May,Loamy,61,46,34,6.31,26,66,81,69531,Mint
Solapur,October,Loamy,75,45,37,6.97,18,75,61,52879,Mint
Sangli,November,Black,55,43,36,6.85,18,49,72,54742,Mint
Sangli,April,Red,71,47,49,6.56,18,69,66,67505,Mint
Sangli,May,Black,64,45,38,6.11,24,69,84,41137,Mint
Sangli,March,Loamy,75,37,40,6.09,23,81,66,44542,Mint
Sangli,March,Red,55,48,44,6.17,21,57,73,61458,Mint
Sangli,June,Black,68,41,34,6.79,24,59,79,33534,Mint
Sangli,September,Loamy,59,30,40,6.62,21,67,61,63107,Mint
Solapur,June,Red,74,32,46,6.51,22,62,58,69992,Mint
Solapur,August,Black,77,41,47,6.33,20,56,50,61477,Mint
Solapur,July,Red,72,47,36,6.55,23,47,60,66409,Mint
Solapur,April,Black,75,45,44,6.35,18,40,52,38869,Mint
Sangli,January,Red,61,48,44,6.25,19,53,68,37676,Mint
Solapur,January,Red,73,43,49,6.38,26,77,89,66264,Mint
Solapur,July,Red,78,34,48,6.57,22,78,57,44362,Mint
Sangli,August,Loamy,61,39,35,6.68,20,57,63,39427,Mint
Solapur,July,Red,75,39,44,6.92,25,78,48,52701,Mint
Sangli,November,Loamy,61,43,40,6.07,23,74,45,42988,Mint
Sangli,September,Red,55,43,48,6.78,24,66,75,30877,Mint
Solapur,May,Red,55,40,42,6.44,21,53,59,61093,Mint
Sangli,November,Black,54,37,33,6.71,24,47,69,57875,Mint
Sangli,October,Loamy,64,34,32,6.41,19,47,85,30349,Mint
Solapur,September,Black,79,41,39,6.02,20,69,64,47738,Mint
Solapur,March,Black,66,35,42,6.89,21,44,86,49725,Mint
Solapur,December,Red,63,39,37,6.26,27,68,43,60641,Mint
Sangli,September,Loamy,54,39,35,6.76,19,66,56,33974,Mint
Solapur,March,Red,58,33,48,6.0,24,59,45,67754,Mint
Solapur,August,Loamy,71,35,49,6.78,27,61,57,43199,Mint
Sangli,April,Black,73,34,49,6.38,20,59,66,43328,Mint
Sangli,January,Black,78,30,49,6.77,25,41,54,33356,Mint
Solapur,March,Black,62,44,45,6.06,20,79,45,51636,Mint
Sangli,December,Loamy,58,34,39,6.36,27,45,50,50715,Mint
Sangli,November,Red,50,47,31,6.32,21,60,46,57745,Mint
Solapur,June,Red,66,37,34,6.65,19,58,46,52849,Mint
Solapur,July,Loamy,53,45,39,6.48,21,79,56,30372,Mint
Sangli,October,Black,51,46,35,6.91,27,43,54,64100,Mint
Solapur,October,Red,69,35,34,6.82,21,41,76,32050,Mint
Sangli,November,Black,67,43,39,6.86,23,64,42,42175,Mint
Sangli,November,Loamy,57,45,37,6.04,25,63,55,61169,Mint
Sangli,July,Loamy,69,49,48,6.91,20,57,52,36992,Mint
Solapur,January,Black,77,34,49,6.94,23,68,81,57254,Mint
Solapur,June,Black,73,47,36,6.58,22,65,54,63550,Mint
Solapur,November,Red,77,45,41,6.15,22,54,57,37817,Mint
Sangli,December,Loamy,77,34,47,6.89,18,73,74,30316,Mint
Sangli,December,Red,56,33,41,6.52,18,76,40,34355,Mint
Sangli,December,Black,76,35,44,6.39,24,54,64,68954,Mint
Sangli,February,Loamy,71,45,32,6.56,24,84,52,44772,Mint
Solapur,February,Black,56,49,47,6.96,19,61,75,50840,Mint
Solapur,April,Loamy,79,38,37,6.35,25,81,88,31976,Mint
Sangli,January,Red,50,45,39,6.21,27,78,46,59500,Mint
Solapur,October,Black,54,32,42,6.99,19,71,70,30580,Mint
Solapur,February,Red,56,30,32,6.69,27,82,60,46428,Mint
Sangli,April,Loamy,67,40,30,6.95,21,71,44,32201,Mint
Solapur,February,Red,56,40,40,6.13,21,72,57,63758,Mint
Sangli,October,Red,77,37,32,6.88,26,59,82,51318,Mint
Solapur,December,Red,58,32,40,6.79,21,73,72,59135,Mint
Sangli,July,Black,57,30,37,6.83,26,64,46,49566,Mint
Solapur,November,Black,58,30,41,6.08,26,71,76,48923,Mint
Solapur,June,Red,67,38,30,6.93,22,78,51,49769,Mint
Sangli,June,Red,62,37,31,6.62,27,60,49,69060,Mint
Solapur,December,Black,51,39,41,6.46,27,75,76,57552,Mint
Solapur,October,Black,63,48,34,6.34,25,40,44,57764,Mint
Sangli,May,Red,56,41,31,6.27,23,55,81,56044,Mint
Solapur,November,Black,64,45,39,6.19,23,69,80,65584,Mint
Sangli,June,Red,74,42,31,6.46,19,75,43,66745,Mint
Solapur,August,Black,77,37,35,6.55,24,70,64,39046,Mint
Solapur,May,Loamy,63,37,35,6.91,22,66,75,42027,Mint
Sangli,August,Red,79,40,30,6.34,23,48,44,39225,Mint
Sangli,July,Black,51,49,33,6.24,27,74,41,50392,Mint
Sangli,November,Black,55,30,32,6.17,25,67,60,59591,Mint
Sangli,March,Black,75,49,35,6.13,21,48,49,41586,Mint
Solapur,July,Red,57,40,42,6.56,23,55,54,39108,Mint
Sangli,July,Loamy,58,38,46,6.74,21,73,40,62521,Mint
Sangli,March,Red,58,46,44,6.16,22,74,43,61088,Mint
Sangli,June,Loamy,61,36,42,6.38,20,71,85,60825,Mint
Solapur,October,Red,55,40,47,6.09,22,82,63,39358,Mint
Solapur,February,Loamy,54,42,37,6.25,25,71,81,42809,Mint
Solapur,July,Loamy,54,43,32,6.48,19,57,72,34960,Mint
Sangli,January,Red,62,30,35,6.61,19,79,61,62768,Mint
Solapur,January,Red,77,34,49,6.71,27,76,49,44497,Mint
Sangli,May,Red,70,38,38,6.62,26,75,47,64173,Mint
Sangli,September,Black,74,32,35,6.86,20,71,76,54432,Mint
Solapur,March,Loamy,57,38,37,6.33,27,56,74,63122,Mint
Solapur,March,Black,66,43,31,6.44,23,64,41,64973,Mint
Sangli,September,Loamy,58,49,30,6.53,24,57,81,63759,Mint
Solapur,September,Loamy,73,30,40,6.2,22,40,49,30571,Mint
Solapur,November,Black,69,31,41,6.36,23,79,54,54414,Mint
Solapur,July,Black,68,32,36,6.2,19,78,87,48239,Mint
Solapur,December,Red,51,47,43,6.81,22,46,43,37247,Mint
Sangli,December,Loamy,53,49,49,6.25,21,59,80,48857,Mint
Sangli,June,Red,56,45,46,6.51,26,69,53,60766,Mint
Sangli,September,Black,64,33,48,6.91,19,61,64,40471,Mint
Solapur,November,Loamy,79,44,46,6.01,18,79,78,60865,Mint
Sangli,July,Black,64,36,39,6.62,24,73,57,50466,Mint
Sangli,July,Red,51,47,38,6.95,20,81,59,48404,Mint
Solapur,March,Black,70,44,43,6.48,24,66,64,49137,Mint
Solapur,April,Black,74,33,42,6.65,26,74,85,63635,Mint
Solapur,December,Red,68,39,34,6.75,25,71,88,61856,Mint
Solapur,September,Black,66,49,41,6.97,21,62,77,30744,Mint
Solapur,February,Red,75,47,39,6.61,27,55,62,56363,Mint
Sangli,April,Red,74,40,30,6.39,18,82,85,51027,Mint
Sangli,September,Red,79,32,42,6.11,23,81,45,68013,Mint
Sangli,December,Black,54,44,44,6.23,22,41,88,57737,Mint
Solapur,March,Loamy,77,35,33,6.11,19,69,66,39323,Mint
Solapur,December,Black,56,49,34,6.6,18,73,67,69299,Mint
Sangli,January,Red,66,47,32,6.87,20,77,65,37400,Mint
Sangli,June,Black,74,47,45,6.81,24,84,82,68983,Mint
Sangli,August,Black,58,35,30,6.17,24,81,57,33141,Mint
Solapur,May,Black,75,44,41,6.3,25,44,47,38933,Mint
Sangli,February,Loamy,52,38,39,6.27,20,63,65,37931,Mint
Sangli,July,Black,53,40,39,6.72,21,70,77,60744,Mint
Solapur,January,Red,73,47,47,6.41,18,68,44,61242,Mint
Sangli,April,Red,66,30,47,6.81,19,64,44,55644,Mint
Sangli,July,Loamy,79,35,42,6.79,21,48,62,51927,Mint
Solapur,August,Red,71,40,39,6.51,26,53,85,57003,Mint
Sangli,April,Loamy,75,30,31,6.39,18,64,79,43457,Mint
Sangli,February,Loamy,73,30,44,6.29,19,56,74,34910,Mint
Solapur,March,Black,75,38,39,6.17,19,76,64,33033,Mint
Solapur,August,Black,58,47,33,6.34,23,44,40,30509,Mint
Sangli,January,Black,68,33,43,6.86,26,58,50,37599,Mint
Solapur,April,Black,74,46,44,6.76,18,41,49,30346,Mint
Solapur,November,Black,60,43,45,6.0,23,73,65,52482,Mint
Solapur,December,Black,54,41,48,6.39,20,43,86,51450,Mint
Sangli,February,Loamy,67,43,35,6.58,25,81,59,31521,Mint
Sangli,November,Red,76,45,34,6.41,19,82,52,47267,Mint
Sangli,August,Red,63,36,36,6.83,21,72,45,66903,Mint
Solapur,May,Red,76,43,38,6.58,23,75,47,69133,Mint
Solapur,December,Black,63,33,46,6.54,27,52,42,66842,Mint
Solapur,November,Black,55,33,39,6.48,23,57,86,51430,Mint
Solapur,February,Loamy,52,30,46,6.42,23,50,53,38998,Mint
Sangli,April,Loamy,68,38,37,6.67,23,77,58,43214,Mint
Sangli,November,Black,67,38,45,6.74,25,84,81,48038,Mint
Sangli,May,Black,52,31,40,6.08,25,60,64,45747,Mint
Sangli,November,Loamy,72,31,48,6.81,27,65,65,66350,Mint
Sangli,November,Red,62,31,32,6.4,21,52,66,42025,Mint
Sangli,December,Black,55,42,31,6.81,20,62,71,63166,Mint
Sangli,July,Black,57,37,40,6.02,23,77,73,64825,Mint
Sangli,August,Red,73,45,43,6.83,19,59,80,47975,Mint
Sangli,August,Red,78,45,40,6.05,23,50,42,61316,Mint
Sangli,November,Loamy,76,39,35,6.7,24,71,52,56156,Mint
Sangli,October,Black,70,48,47,6.75,24,72,65,40896,Mint
Sangli,April,Black,69,47,34,6.99,27,49,45,65540,Mint
Sangli,August,Black,75,39,45,6.15,27,48,85,64615,Mint
Sangli,August,Loamy,66,48,32,6.84,23,68,58,56225,Mint
Sangli,September,Red,70,41,48,6.02,21,81,89,62001,Mint
Solapur,December,Loamy,52,45,38,6.02,18,65,79,42095,Mint
Sangli,August,Loamy,62,31,30,6.14,25,75,50,57161,Mint
Solapur,June,Red,78,40,30,6.86,24,42,48,64633,Mint
Solapur,January,Red,67,35,35,6.14,21,79,43,45458,Mint
Sangli,January,Black,60,48,49,6.7,19,42,54,61076,Mint
Solapur,October,Black,72,43,42,6.82,21,47,88,62225,Mint
Solapur,September,Black,58,42,47,6.98,19,75,89,31616,Mint
Sangli,November,Red,59,48,46,6.71,22,42,47,30977,Mint
Solapur,March,Loamy,51,40,34,6.48,24,68,41,54153,Mint
Solapur,September,Black,59,48,46,6.71,19,45,80,64535,Mint
Solapur,December,Red,71,38,30,6.28,23,63,75,64139,Mint
Sangli,February,Red,50,39,38,6.15,19,84,44,52814,Mint
Solapur,February,Red,56,38,48,6.89,21,59,82,36276,Mint
Sangli,May,Black,78,46,37,6.02,25,83,68,49785,Mint
Sangli,February,Loamy,63,48,33,6.67,26,65,52,67103,Mint
Sangli,June,Black,57,38,42,7.0,23,48,78,41475,Mint
Solapur,October,Black,76,34,46,6.89,19,49,83,38897,Mint
Solapur,September,Loamy,51,36,38,6.23,23,55,78,58764,Mint
Solapur,March,Loamy,52,44,37,6.96,23,74,69,58170,Mint
Sangli,November,Black,63,46,32,6.75,21,80,84,61711,Mint
Sangli,October,Red,70,42,43,6.0,27,46,76,45164,Mint
Solapur,February,Red,57,48,34,6.78,27,84,48,53206,Mint
Sangli,April,Loamy,60,37,45,6.69,27,49,64,63914,Mint
Solapur,April,Loamy,52,46,43,6.69,26,51,83,30123,Mint
Sangli,October,Red,59,33,35,6.54,24,75,49,35833,Mint
Solapur,April,Red,71,43,36,6.93,27,42,47,51494,Mint
Sangli,January,Black,79,48,44,6.46,27,69,49,34502,Mint
Sangli,December,Black,64,47,49,6.75,25,78,70,34986,Mint
Sangli,May,Red,58,38,44,6.31,21,83,76,31056,Mint
Sangli,March,Loamy,75,47,35,6.03,26,44,78,66346,Mint
Sangli,September,Black,78,44,33,6.55,24,46,85,37611,Mint
Sangli,September,Loamy,64,41,43,6.13,20,51,87,32720,Mint
Solapur,May,Red,76,46,40,6.0,19,48,67,56082,Mint
Solapur,November,Loamy,71,34,33,6.2,21,74,73,65523,Mint
Sangli,April,Red,77,36,31,6.16,21,48,78,40522,Mint
